TestReport

TestVersion,v0.1.0
PartNumber,RCTF-TT-TX-REVA
STM32 UID,[AUTOMATIC]
DateTime,26-01-03_23-04-34
CpuTemp,47.2
Duration,6.518,s

7,TESTS PASSED
1,TESTS FAILED
1,ASSERTIONS FAILED

TID:A#,Test Steps / Assertions,Criteria,Min,Measurement,Max,Units,Result,Step-Time,Procedure-Time,Notes
1,DUT Detection,,,,,,PASS,0.208,0.184,
1::1,DUT 5V Sense,Min < x,0.25,0.3674048110842705,,V,PASS
2,DUT Power Up Erase,,,,,,PASS,0.697,0.628,
2::1,Measured Vdut,Min ≤ x ≤ Max,4.8,5.00124979019165,5.2,V,PASS
2::2,Measured Idut,Min ≤ x ≤ Max,0.001,0.006149999797344208,0.5,A,PASS
2::3,DUT 5V,Min ≤ x ≤ Max,4.2,4.705163955688477,5.2,V,PASS
2::4,DUT 3V3,Min ≤ x ≤ Max,3.0,3.256453514099121,3.6,V,PASS
3,Erase All,,,,,,PASS,0.054,0.054,
3::1,Erase Success,x is True,,True,,,PASS
4,DUT Power Up Flash Main,,,,,,PASS,4.061,0.628,
4::1,Measured Vdut,Min ≤ x ≤ Max,4.8,5.002500057220459,5.2,V,PASS
4::2,Measured Idut,Min ≤ x ≤ Max,0.001,0.006149999797344208,0.5,A,PASS
4::3,DUT 5V,Min ≤ x ≤ Max,4.2,4.706464648246765,5.2,V,PASS
4::4,DUT 3V3,Min ≤ x ≤ Max,3.0,3.256477475166321,3.6,V,PASS
5,Flash Main,,,,,,PASS,3.418,3.418,
5::1,Flash Main,x is True,,True,,,PASS
6,DUT Power Up Flash Boot,,,,,,PASS,1.039,0.628,
6::1,Measured Vdut,Min ≤ x ≤ Max,4.8,5.007500171661377,5.2,V,PASS
6::2,Measured Idut,Min ≤ x ≤ Max,0.001,0.006149999797344208,0.5,A,PASS
6::3,DUT 5V,Min ≤ x ≤ Max,4.2,4.709907531738281,5.2,V,PASS
6::4,DUT 3V3,Min ≤ x ≤ Max,3.0,3.2568029165267944,3.6,V,PASS
7,Flash Bootchecker,,,,,,PASS,0.396,0.396,
7::1,Flash Bootchecker,x is True,,True,,,PASS
8,Connect to DUT,,,,,,EXIT,0.512,0.0,
9,DUT Power Up Functional Test,,,,,,EXIT,0.512,0.328,
9::1,Measured Vdut,Min ≤ x ≤ Max,4.8,5.006249904632568,5.2,V,PASS
9::2,Measured Idut,Min ≤ x ≤ Max,0.001,0.005649999715387821,0.5,A,PASS
9::3,DUT 5V,Min ≤ x ≤ Max,4.2,4.708231687545776,5.2,V,PASS
9::4,DUT 3V3,Min ≤ x ≤ Max,3.0,3.2566577196121216,3.6,V,PASS
10,Read UID,,,,,,FAIL,0.169,0.169,
10::1,UID,Record,,,,,
10::2,UID Found,x is True,,False,,,FAIL
