TestReport

TestVersion,v0.1.0
PartNumber,RCTF-TT-TX-REVA
STM32 UID,[AUTOMATIC]
DateTime,26-01-03_23-17-14
CpuTemp,42.8
Duration,5.915,s

10,TESTS PASSED
0,TESTS FAILED
0,ASSERTIONS FAILED

TID:A#,Test Steps / Assertions,Criteria,Min,Measurement,Max,Units,Result,Step-Time,Procedure-Time,Notes
1,DUT Detection,,,,,,PASS,0.209,0.185,
1::1,DUT 5V Sense,Min < x,0.25,0.3667333871126175,,V,PASS
2,DUT Power Up Erase,,,,,,PASS,0.696,0.628,
2::1,Measured Vdut,Min ≤ x ≤ Max,4.8,5.00124979019165,5.2,V,PASS
2::2,Measured Idut,Min ≤ x ≤ Max,0.001,0.006049999967217445,0.5,A,PASS
2::3,DUT 5V,Min ≤ x ≤ Max,4.2,4.704442262649536,5.2,V,PASS
2::4,DUT 3V3,Min ≤ x ≤ Max,3.0,3.2564027309417725,3.6,V,PASS
3,Erase All,,,,,,PASS,0.054,0.054,
3::1,Erase Success,x is True,,True,,,PASS
4,DUT Power Up Flash Main,,,,,,PASS,2.83,0.628,
4::1,Measured Vdut,Min ≤ x ≤ Max,4.8,5.002500057220459,5.2,V,PASS
4::2,Measured Idut,Min ≤ x ≤ Max,0.001,0.006049999967217445,0.5,A,PASS
4::3,DUT 5V,Min ≤ x ≤ Max,4.2,4.705432176589966,5.2,V,PASS
4::4,DUT 3V3,Min ≤ x ≤ Max,3.0,3.2565912008285522,3.6,V,PASS
5,Flash Main,,,,,,PASS,2.187,2.187,
5::1,Flash Main,x is True,,True,,,PASS
6,DUT Power Up Flash Boot,,,,,,PASS,1.04,0.628,
6::1,Measured Vdut,Min ≤ x ≤ Max,4.8,5.005000114440918,5.2,V,PASS
6::2,Measured Idut,Min ≤ x ≤ Max,0.001,0.006099999882280827,0.5,A,PASS
6::3,DUT 5V,Min ≤ x ≤ Max,4.2,4.708543539047241,5.2,V,PASS
6::4,DUT 3V3,Min ≤ x ≤ Max,3.0,3.256551146507263,3.6,V,PASS
7,Flash Bootchecker,,,,,,PASS,0.396,0.396,
7::1,Flash Bootchecker,x is True,,True,,,PASS
8,Connect to DUT,,,,,,PASS,1.139,0.0,
9,DUT Power Up Functional Test,,,,,,PASS,1.139,0.327,
9::1,Measured Vdut,Min ≤ x ≤ Max,4.8,5.005000114440918,5.2,V,PASS
9::2,Measured Idut,Min ≤ x ≤ Max,0.001,0.005549999885261059,0.5,A,PASS
9::3,DUT 5V,Min ≤ x ≤ Max,4.2,4.707058668136597,5.2,V,PASS
9::4,DUT 3V3,Min ≤ x ≤ Max,3.0,3.2564767599105835,3.6,V,PASS
10,Read UID,,,,,,PASS,0.796,0.796,
10::1,UID,Record,,000275263908758438510909128756,,,
10::2,UID Found,x is True,,True,,,PASS
